last,first,birth,death,author,title,vol,publisher,date,page,portrait,call_number,name,book,code
Keetch,Elijah C,1865,1948,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,338,p,Day-NW F752B3P47,"Keetch, Elijah C","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 338. [includes portrait]",Bear
Keetch,Annie S. Pugmire,1868,1958,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,338,p,Day-NW F752B3P47,"Keetch, Annie S. Pugmire","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 338. [includes portrait]",Bear
Keetch,Heber Charles,1862,1947,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,341,p,Day-NW F752B3P47,"Keetch, Heber Charles","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 341. [includes portrait]",Bear
Keetch,Elizabeth Bennett,1873,1960,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,341,p,Day-NW F752B3P47,"Keetch, Elizabeth Bennett","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 341. [includes portrait]",Bear
Keetch,William,1811,1888,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,345,p,Day-NW F752B3P47,"Keetch, William","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 345. [includes portrait]",Bear
Keetch,William Alfred Charles,1871,1947,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,347,p,Day-NW F752B3P47,"Keetch, William Alfred Charles","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 347. [includes portrait]",Bear
Keetch,Theodocia Dalrymple,1879,,"Haddock, Edith Parker and Dorothy Hardy Matthews",History of Bear Lake Pioneers,,"Paris, Idaho, Daughters of Utah Pioneers",1968,347,p,Day-NW F752B3P47,"Keetch, Theodocia Dalrymple","Haddock, Edith Parker and Dorothy Hardy Matthews. History of Bear Lake Pioneers (Paris, Idaho, Daughters of Utah Pioneers), 1968. p. 347. [includes portrait]",Bear
Keeton,William D,1884,,"Hawley, James H",History of Idaho; The Gem of the Mountains,4,"Chicago, S. J. Clarke Pub. Co.",1920,38,,Day-NW F746H39,"Keeton, William D","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 4 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 38. ",HAWLEY
Keisling,George,,,"Raymond, Gwen","McCammon, Idaho : yesterday and today",,"McCommon, Idaho",1991,209,,Day-NW F752B2 1991,"Keisling, George","Raymond, Gwen. McCammon, Idaho : yesterday and today (McCommon, Idaho), 1991. p. 209. ",MaCammon
Keith,Elbert C,1853,,"French, Hiram T",History of Idaho,2,Chicago The Lewis Pub. Co.,1914,774,,Day-NW F746F87,"Keith, Elbert C","French, Hiram T. History of Idaho, v. 2 (Chicago The Lewis Pub. Co.), 1914. p. 774. ",FRENCH
Keith,Walter S,1880,,"Hawley, James H",History of Idaho; The Gem of the Mountains,2,"Chicago, S. J. Clarke Pub. Co.",1920,808,,Day-NW F746H39,"Keith, Walter S","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 2 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 808. ",HAWLEY
Keith,Hollis W,1872,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,372,,Day-NW Oversize F746I4,"Keith, Hollis W","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 372. ",ILLUS
Keith,John W,1857,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,453,,Day-NW Oversize F746I4,"Keith, John W","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 453. ",ILLUS
Keithley,Thomas Joel,1907,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,276,,Day-NW F746B335,"Keithley, Thomas Joel","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 276. ",B&W
Keithley,Levi,1840,,,Progressive men of Southern Idaho,,"Chicago, W. A. Bowen & Co.",1904,757,,Day-NW F745P97,"Keithley, Levi","Progressive men of Southern Idaho (Chicago, W. A. Bowen & Co.), 1904. p. 757. ",PROG S
Keithly,Joel L,1877,,"French, Hiram T",History of Idaho,2,Chicago The Lewis Pub. Co.,1914,792,,Day-NW F746F87,"Keithly, Joel L","French, Hiram T. History of Idaho, v. 2 (Chicago The Lewis Pub. Co.), 1914. p. 792. ",FRENCH
Keithly,Griffin S,1846,,"Hawley, James H",History of Idaho; The Gem of the Mountains,4,"Chicago, S. J. Clarke Pub. Co.",1920,257,,Day-NW F746H39,"Keithly, Griffin S","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 4 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 257. ",HAWLEY
Kelker,Orville Augustus,1911,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,62,,Day-NW F746B335,"Kelker, Orville Augustus","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 62. ",B&W
Kellberg,Alfred,1860,,Friendly Friday Club,Burnt Ridge Memories,,Friendly Friday Club,,259,p,Day-NW F752-L3B87,"Kellberg, Alfred",Friendly Friday Club. Burnt Ridge Memories (Friendly Friday Club). p. 259. [includes portrait],Burnt
Kellberg,Claude,,,Friendly Friday Club,Burnt Ridge Memories,,Friendly Friday Club,,140,p,Day-NW F752-L3B87,"Kellberg, Claude",Friendly Friday Club. Burnt Ridge Memories (Friendly Friday Club). p. 140. [includes portrait],Burnt
Kellberg,Oscar,,,Friendly Friday Club,Burnt Ridge Memories,,Friendly Friday Club,,147,p,Day-NW F752-L3B87,"Kellberg, Oscar",Friendly Friday Club. Burnt Ridge Memories (Friendly Friday Club). p. 147. [includes portrait],Burnt
Kelleher,William P,1880,,"French, Hiram T",History of Idaho,2,Chicago The Lewis Pub. Co.,1914,728,,Day-NW F746F87,"Kelleher, William P","French, Hiram T. History of Idaho, v. 2 (Chicago The Lewis Pub. Co.), 1914. p. 728. ",FRENCH
Keller,Frederick John,,1939,,"Beautiful Bonner: the history of Bonner County, Idaho",,"Dallas, Curtis Media",1991,440,p,Day-NW F752B677B43,"Keller, Frederick John","Beautiful Bonner: the history of Bonner County, Idaho (Dallas, Curtis Media), 1991. p. 440. [includes portrait]",Bonner
Keller,Harry Ross,1909,1943,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,356,,Day-NW F752B73H57 1987,"Keller, Harry Ross","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 356. ",Boundary
Keller,Calvin,1857,,"Defenbach, Byron","Idaho, the place and its people",2,"Chicago, The American Historical Society, Inc.",1933,234,,Day-NW F746D36,"Keller, Calvin","Defenbach, Byron. Idaho, the place and its people, v. 2 (Chicago, The American Historical Society, Inc.), 1933. p. 234. ",Defenbach
Keller,Torval,1868,,"Defenbach, Byron","Idaho, the place and its people",2,"Chicago, The American Historical Society, Inc.",1933,427,,Day-NW F746D36,"Keller, Torval","Defenbach, Byron. Idaho, the place and its people, v. 2 (Chicago, The American Historical Society, Inc.), 1933. p. 427. ",Defenbach
Keller,Hazel & Phobe,,,"Hart, Newell","Hometown album : a pictorial history of Franklin County, Idaho, horse and buggy days and early auto era",,"Cache Valley Newsletter Pub. Co.Preston, Idaho",1973,77,p,Day-NW F752.F7H37 1973,"Keller, Hazel & Phobe","Hart, Newell. Hometown album : a pictorial history of Franklin County, Idaho, horse and buggy days and early auto era (Cache Valley Newsletter Pub. Co.Preston, Idaho), 1973. p. 77. [includes portrait]",Franklin
Keller,Mary Ellen,,,"Hart, Newell","Hometown album : a pictorial history of Franklin County, Idaho, horse and buggy days and early auto era",,"Cache Valley Newsletter Pub. Co.Preston, Idaho",1973,83,p,Day-NW F752.F7H37 1973,"Keller, Mary Ellen","Hart, Newell. Hometown album : a pictorial history of Franklin County, Idaho, horse and buggy days and early auto era (Cache Valley Newsletter Pub. Co.Preston, Idaho), 1973. p. 83. [includes portrait]",Franklin
Keller,Christian G,1870,,"French, Hiram T",History of Idaho,4,Chicago The Lewis Pub. Co.,1914,1067,p,Day-NW F746F87,"Keller, Christian G","French, Hiram T. History of Idaho, v. 4 (Chicago The Lewis Pub. Co.), 1914. p. 1067. [includes portrait]",FRENCH
Keller,F. L,1844,,"Hawley, James H",History of Idaho; The Gem of the Mountains,3,"Chicago, S. J. Clarke Pub. Co.",1920,400,,Day-NW F746H39,"Keller, F. L","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 3 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 400. ",HAWLEY
Keller,Frank,1866,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,198,,Day-NW Oversize F746I4,"Keller, Frank","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 198. ",ILLUS
Keller,Emma Ellis,1917,,,Settlers of the Silver Sage,,"Ricks College Press, Rexburg, ID",1992,567,p,Day-NW F752.C55S48 1992,"Keller, Emma Ellis","Settlers of the Silver Sage (Ricks College Press, Rexburg, ID), 1992. p. 567. [includes portrait]",Silver
Keller Jr.,James Morgan,,,"Hart, Newell","Hometown album : a pictorial history of Franklin County, Idaho, horse and buggy days and early auto era",,"Cache Valley Newsletter Pub. Co.Preston, Idaho",1973,82,p,Day-NW F752.F7H37 1973,"Keller Jr., James Morgan","Hart, Newell. Hometown album : a pictorial history of Franklin County, Idaho, horse and buggy days and early auto era (Cache Valley Newsletter Pub. Co.Preston, Idaho), 1973. p. 82. [includes portrait]",Franklin
Kelley,Floyd G,1897,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,416,,Day-NW F746B335,"Kelley, Floyd G","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 416. ",B&W
Kelley,Fern Dial,1905,,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,379,p,Day-NW F752B6B56 1990,"Kelley, Fern Dial","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 379. [includes portrait]",Bingham
Kelley,Floyd George,1897,1981,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,379,p,Day-NW F752B6B56 1990,"Kelley, Floyd George","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 379. [includes portrait]",Bingham
Kelley,John Elijah,1870,1949,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,380,p,Day-NW F752B6B56 1990,"Kelley, John Elijah","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 380. [includes portrait]",Bingham
Kelley,Mary Ann Oler,1873,1926,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,381,p,Day-NW F752B6B56 1990,"Kelley, Mary Ann Oler","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 381. [includes portrait]",Bingham
Kelley,Leo Ryan,1888,1966,,"Beautiful Bonner: the history of Bonner County, Idaho",,"Dallas, Curtis Media",1991,440,p,Day-NW F752B677B43,"Kelley, Leo Ryan","Beautiful Bonner: the history of Bonner County, Idaho (Dallas, Curtis Media), 1991. p. 440. [includes portrait]",Bonner
Kelley,Lester Euguene,1938,1990,,"Beautiful Bonner: the history of Bonner County, Idaho",,"Dallas, Curtis Media",1991,441,p,Day-NW F752B677B43,"Kelley, Lester Euguene","Beautiful Bonner: the history of Bonner County, Idaho (Dallas, Curtis Media), 1991. p. 441. [includes portrait]",Bonner
Kelley,Art,1906,,,Idaho Oldtime Fiddlers,3,The Idaho Oldtime Fiddlers Association,1963-84,66,p,Day-NW F745.R5,"Kelley, Art","Idaho Oldtime Fiddlers, v. 3 (The Idaho Oldtime Fiddlers Association), 1963-84. p. 66. [includes portrait]",Fiddlers
Kelley,Mary,,,,Idaho Oldtime Fiddlers,3,The Idaho Oldtime Fiddlers Association,1963-84,66,p,Day-NW F745.R5,"Kelley, Mary","Idaho Oldtime Fiddlers, v. 3 (The Idaho Oldtime Fiddlers Association), 1963-84. p. 66. [includes portrait]",Fiddlers
Kelley,Perry Arthur,1906,,,Idaho Oldtime Fiddlers,3,The Idaho Oldtime Fiddlers Association,1963-84,62,p,Day-NW F745.R5,"Kelley, Perry Arthur","Idaho Oldtime Fiddlers, v. 3 (The Idaho Oldtime Fiddlers Association), 1963-84. p. 62. [includes portrait]",Fiddlers
Kelley,Ralph H,1889,,"French, Hiram T",History of Idaho,3,Chicago The Lewis Pub. Co.,1914,1098,,Day-NW F746F87,"Kelley, Ralph H","French, Hiram T. History of Idaho, v. 3 (Chicago The Lewis Pub. Co.), 1914. p. 1098. ",FRENCH
Kelley,John E,1870,,"Hawley, James H",History of Idaho; The Gem of the Mountains,3,"Chicago, S. J. Clarke Pub. Co.",1920,579,,Day-NW F746H39,"Kelley, John E","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 3 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 579. ",HAWLEY
Kelley,Robert S,1858,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,1193,,Day-NW Oversize F746I4,"Kelley, Robert S","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 1193. ",ILLUS
Kelley,John Wesley,1837,,,Progressive men of Southern Idaho,,"Chicago, W. A. Bowen & Co.",1904,945,,Day-NW F745P97,"Kelley, John Wesley","Progressive men of Southern Idaho (Chicago, W. A. Bowen & Co.), 1904. p. 945. ",PROG S
Kellog,George O. A,1879,,"Defenbach, Byron","Idaho, the place and its people",2,"Chicago, The American Historical Society, Inc.",1933,196,,Day-NW F746D36,"Kellog, George O. A","Defenbach, Byron. Idaho, the place and its people, v. 2 (Chicago, The American Historical Society, Inc.), 1933. p. 196. ",Defenbach
Kellog,George O. A,1879,,"Nelson, Debra Holm",Nampa's People: Discovering our Heritage,,"City of Nampa, Nampa Centennial Committee",1987,31,,Day-NW F754N3N36,"Kellog, George O. A","Nelson, Debra Holm. Nampa's People: Discovering our Heritage (City of Nampa, Nampa Centennial Committee), 1987. p. 31. ",NAMPA
Kellogg,Robert Mark,1922,,,"Beautiful Bonner: the history of Bonner County, Idaho",,"Dallas, Curtis Media",1991,441,,Day-NW F752B677B43,"Kellogg, Robert Mark","Beautiful Bonner: the history of Bonner County, Idaho (Dallas, Curtis Media), 1991. p. 441. ",Bonner
Kellom,Dallas,1935,,"Cox, Cynthia Oslund",Min Slakt/My family,,"University Printing, Pullman Washington",1992,142,,Day-NW F752.L3G69 1992,"Kellom, Dallas","Cox, Cynthia Oslund. Min Slakt/My family (University Printing, Pullman Washington), 1992. p. 142. ",Min Slakt
Kellom,Jackie,1938,,"Cox, Cynthia Oslund",Min Slakt/My family,,"University Printing, Pullman Washington",1992,144,,Day-NW F752.L3G69 1992,"Kellom, Jackie","Cox, Cynthia Oslund. Min Slakt/My family (University Printing, Pullman Washington), 1992. p. 144. ",Min Slakt
Kellom,Robert Ray,1949,,"Cox, Cynthia Oslund",Min Slakt/My family,,"University Printing, Pullman Washington",1992,144,,Day-NW F752.L3G69 1992,"Kellom, Robert Ray","Cox, Cynthia Oslund. Min Slakt/My family (University Printing, Pullman Washington), 1992. p. 144. ",Min Slakt
Kellom,Lynda Kay,1949,,"Cox, Cynthia Oslund",Min Slakt/My family,,"University Printing, Pullman Washington",1992,145,,Day-NW F752.L3G69 1992,"Kellom, Lynda Kay","Cox, Cynthia Oslund. Min Slakt/My family (University Printing, Pullman Washington), 1992. p. 145. ",Min Slakt
Kelly,William James,1873,1922,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,356,,Day-NW F752B73H57 1987,"Kelly, William James","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 356. ",Boundary
Kelly,Philemon M,1877,,"Defenbach, Byron","Idaho, the place and its people",3,"Chicago, The American Historical Society, Inc.",1933,70,,Day-NW F746D36,"Kelly, Philemon M","Defenbach, Byron. Idaho, the place and its people, v. 3 (Chicago, The American Historical Society, Inc.), 1933. p. 70. ",DEFENBACH
Kelly,Clarence,1897,,,Idaho Oldtime Fiddlers,3,The Idaho Oldtime Fiddlers Association,1963-84,43,p,Day-NW F745.R5,"Kelly, Clarence","Idaho Oldtime Fiddlers, v. 3 (The Idaho Oldtime Fiddlers Association), 1963-84. p. 43. [includes portrait]",Fiddlers
Kelly,William B,1865,,"French, Hiram T",History of Idaho,3,Chicago The Lewis Pub. Co.,1914,1153,,Day-NW F746F87,"Kelly, William B","French, Hiram T. History of Idaho, v. 3 (Chicago The Lewis Pub. Co.), 1914. p. 1153. ",FRENCH
Kelly,Milton,1818,1892,,History of Idaho Territory showing its resources and advantages,,"San Francisco, Wallace W. Elliott & co.",1884,254,,Day-NW Oversize F746H67,"Kelly, Milton","History of Idaho Territory showing its resources and advantages (San Francisco, Wallace W. Elliott & co.), 1884. p. 254. ",HIT
Kelly,Milton,1818,1892,,Illustrated History of the State of Idaho,,"Chicago, The Lewis Pub. Co.",1899,224,p,Day-NW Oversize F746I42,"Kelly, Milton","Illustrated History of the State of Idaho (Chicago, The Lewis Pub. Co.), 1899. p. 224. [includes portrait]",IDAHO
Kelly,Matt,1860,1934,Idaho State Historical Society,Biennial Report,14,"Boise, Id.",1908-1950,90,,Idaho F741B5,"Kelly, Matt","Idaho State Historical Society. Biennial Report, v. 14 (Boise, Id.), 1908-1950. p. 90. ",IHS
Kelly,Fred H,1870,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,l068,,Day-NW Oversize F746I4,"Kelly, Fred H","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. l068. ",ILLUS
Kelly,M. A,,1903,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,264,,Day-NW Oversize F746I4,"Kelly, M. A","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 264. ",ILLUS
Kelly,James Patrick,1836,,,"Historical, Descriptive and Commercial Directory of Owyhee County, Idaho",,,1898,125,,Day-NW F752O97H6,"Kelly, James Patrick","Historical, Descriptive and Commercial Directory of Owyhee County, Idaho, 1898. p. 125. ",OWYHEE
